UID	Audio_path	SpeechCorpus	SNR (dB)	fs (Hz)	Text
[URGENT24]fileid_493	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_493.flac	cv11	4.557	16000	"From the Cradle" has prompted a wide range of critical response.
[URGENT24]fileid_494	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_494.flac	cv11	9.090	16000	It's a disaster. It's all gone pear-shaped
[URGENT24]fileid_495	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_495.flac	cv11	-1.997	16000	Risedronate is taken orally, usually weekly or monthly.
[URGENT24]fileid_496	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_496.flac	cv11	10.590	16000	She was an active suffragist, and member of the Woman Writers' Suffrage League.
[URGENT24]fileid_497	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_497.flac	cv11	-2.937	16000	The Israeli Ministry of Foreign Affairs protested the check.
[URGENT24]fileid_498	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_498.flac	cv11	0.276	16000	I think the solution is obvious.
[URGENT24]fileid_499	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_499.flac	cv11	4.347	16000	Any tribe can have the name of the bigger group or keeps its name.
[URGENT24]fileid_500	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_500.flac	cv11	15.764	16000	The termination triggered the end of the era.
[URGENT24]fileid_501	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_501.flac	cv11	19.180	16000	The Commander, Mine Forces, Atlantic was responsible for all Fleet minecraft operations.
[URGENT24]fileid_502	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_502.flac	cv11	8.921	16000	It was no more exciting than an overturned carriage or a tree blown across the road.
[URGENT24]fileid_503	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_503.flac	cv11	11.913	16000	But the Englishman was exultant.
[URGENT24]fileid_504	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_504.flac	cv11	-0.434	16000	All cats are grey in the dark.
[URGENT24]fileid_505	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_505.flac	cv11	14.818	16000	The Z provides supplemental rush hour service, operating in the peak direction.
[URGENT24]fileid_506	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_506.flac	cv11	13.895	16000	Now look what you've done!
[URGENT24]fileid_507	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_507.flac	cv11	18.480	16000	Mark the area of water with a buoy.
[URGENT24]fileid_508	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_508.flac	cv11	-4.745	16000	He graduated from Woburn High School.
[URGENT24]fileid_509	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_509.flac	cv11	1.188	16000	The program was initiated to encourage reading and increase literacy in students.
[URGENT24]fileid_510	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_510.flac	cv11	3.235	16000	This raises the question of how he made his way to the north.
[URGENT24]fileid_511	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_511.flac	cv11	-4.193	16000	A long note was sounded on a bugle, and everyone mounted up.
[URGENT24]fileid_512	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_512.flac	Youtube2023+	2.426	44100	and then I realized I have to use them more than the conventional product so I thought maybe I would use those less but
[URGENT24]fileid_513	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_513.flac	cv11	-0.098	16000	When he saw Henderson in his garden, he called over the fence and made himself understood.
[URGENT24]fileid_514	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_514.flac	cv11	4.701	16000	"Why do you want to find that sort of person?" the Arab asked.
[URGENT24]fileid_515	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_515.flac	cv11	19.205	16000	His body was interred at the North Cornwall Cemetery.
[URGENT24]fileid_516	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_516.flac	cv11	-4.510	16000	He was later admitted to the London Stock Exchange.
[URGENT24]fileid_517	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_517.flac	cv11	4.228	16000	His work appeared as well in "Blackwood's Magazine".
[URGENT24]fileid_518	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_518.flac	cv11	13.782	16000	Tarabai was another female Maratha ruler.
[URGENT24]fileid_519	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_519.flac	cv11	11.339	16000	In practice, most offences were dealt with by a fine.
[URGENT24]fileid_520	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_520.flac	cv11	15.567	16000	The series draws extensively on McNab's experiences and knowledge of Special Forces soldiering.
[URGENT24]fileid_521	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_521.flac	cv11	16.656	16000	The scientific name of the species honours the botanist Frederick Manson Bailey.
[URGENT24]fileid_522	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_522.flac	cv11	6.361	16000	We have also started contemplating the possibility of moving back to Colorado.
[URGENT24]fileid_523	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_523.flac	Youtube2023+	1.688	44100	address those challenges and and how you would see that lot Lo the distinction between or or where in the African in
[URGENT24]fileid_524	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_524.flac	cv11	6.006	16000	According to online film resource They Shoot Pictures, Don't They?
[URGENT24]fileid_525	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_525.flac	cv11	3.104	16000	The sculpture of Tamil Saivite Nayanar Sambandar is found in this temple.
[URGENT24]fileid_526	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_526.flac	cv11	6.117	16000	A guy in a black leather motorcycle suit an helmet on a silver motorcycle.
[URGENT24]fileid_527	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_527.flac	cv11	-0.066	16000	The Olney sisters retired together.
[URGENT24]fileid_528	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_528.flac	cv11	-3.527	16000	The train was damaged but no passengers were injured.
[URGENT24]fileid_529	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_529.flac	Youtube2023+	10.350	44100	plant crops and they have animals and they would either sell those crops to the community so you find that
[URGENT24]fileid_530	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_530.flac	cv11	17.690	16000	The boy stood up shakily, and looked once more at the Pyramids.
[URGENT24]fileid_531	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_531.flac	cv11	10.956	16000	Hash trees allow efficient and secure verification of the contents of large data structures.
[URGENT24]fileid_532	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_532.flac	cv11	4.273	16000	Theatre Street: The Reminiscences of Tamara Karsavina.
[URGENT24]fileid_533	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_533.flac	cv11	-2.403	16000	It sustained international campaign urging individual artists to boycott the event.
[URGENT24]fileid_534	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_534.flac	cv11	4.097	16000	What makes you think I'd answer you?
[URGENT24]fileid_535	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_535.flac	cv11	8.806	16000	Like many transmorphs, she reverts to her human form if exhausted or knocked unconscious.
[URGENT24]fileid_536	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_536.flac	cv11	18.540	16000	I can't go elsewhere, by your own account.
[URGENT24]fileid_537	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_537.flac	cv11	0.196	16000	Everyone should have the right of education.
[URGENT24]fileid_538	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_538.flac	cv11	18.446	16000	He was arrested for his revolutionary activities and imprisoned in the Butyrka prison.
[URGENT24]fileid_539	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_539.flac	cv11	-1.616	16000	When he kissed her cheek, she suddenly blushed, changing her color faster than a chameleon.
[URGENT24]fileid_540	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_540.flac	cv11	18.535	16000	He is best known for his book "An Apology for Mohammed and the Koran".
[URGENT24]fileid_541	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_541.flac	cv11	14.101	16000	When constructed, Bidwell Mansion featured modern plumbing, gas lighting and water systems.
[URGENT24]fileid_542	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_542.flac	cv11	1.406	16000	It currently survives as four sections.
[URGENT24]fileid_543	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_543.flac	cv11	11.914	16000	It covers naval conflict during the Pacific War.
[URGENT24]fileid_544	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_544.flac	cv11	-1.008	16000	A month later, he was appointed to the Legislative Council of Quebec.
[URGENT24]fileid_545	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_545.flac	cv11	6.129	16000	She learned portraiture and developed her realistic watercolour style there.
[URGENT24]fileid_546	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_546.flac	cv11	15.367	16000	Reigning World Champion Lauren Price of Great Britain won the event.
[URGENT24]fileid_547	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_547.flac	cv11	10.859	16000	The existence of such one-way functions is still an open conjecture.
[URGENT24]fileid_548	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_548.flac	cv11	12.090	16000	There's a lot more to it than meets the eye.
[URGENT24]fileid_549	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_549.flac	cv11	-4.531	16000	The clan later changed its allegiance to the Northern Court and the Ashikaga shogunate.
[URGENT24]fileid_550	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_550.flac	cv11	2.670	16000	He is currently the executive director at the Alpine Formula One team.
[URGENT24]fileid_551	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_551.flac	Youtube2023+	9.546	44100	it's dry so it helps them um improve their farming practices so those
[URGENT24]fileid_552	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_552.flac	cv11	2.180	16000	They are the backbone of Goa's agricultural industry.
[URGENT24]fileid_553	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_553.flac	cv11	-1.005	16000	A more precise definition is given in terms of differential calculus.
[URGENT24]fileid_554	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_554.flac	cv11	-3.481	16000	The scientific analysis of cartels is done by cartel theory.
[URGENT24]fileid_555	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_555.flac	cv11	17.638	16000	Peter Piper picked a peck of pickled peppers.
[URGENT24]fileid_556	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_556.flac	cv11	15.975	16000	Some organizations encourage African-Americans to abandon their slave names.
[URGENT24]fileid_557	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_557.flac	cv11	17.419	16000	The operatic soprano, Sarah Fox, was born in the village and attended Giggleswick School.
[URGENT24]fileid_558	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_558.flac	cv11	5.338	16000	The university acknowledges that it is a congressionally created corporation that serves governmental objectives.
[URGENT24]fileid_559	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_559.flac	cv11	2.063	16000	The mule trod the treadmill day and night.
[URGENT24]fileid_560	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_560.flac	cv11	18.016	16000	And so, despite the fact that he was a Roman centurion, he converted to their faith.
[URGENT24]fileid_561	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_561.flac	cv11	-1.317	16000	Lucius has been translated into Italian, Spanish and Portuguese, as Lucio.
[URGENT24]fileid_562	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_562.flac	cv11	0.849	16000	Music duo Sabesh–Murali composed the background score for the film.
[URGENT24]fileid_563	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_563.flac	cv11	10.392	16000	It is one of three species of S"tigmatomma" native to North America.
[URGENT24]fileid_564	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_564.flac	cv11	-2.835	16000	Turning off gadgets that are not in use can save a lot of energy.
[URGENT24]fileid_565	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_565.flac	cv11	-2.543	16000	The ring announcer was Joel Gertner.
[URGENT24]fileid_566	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_566.flac	cv11	14.467	16000	The National Development Plan included plans for a motorway from Dublin to Waterford.
[URGENT24]fileid_567	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_567.flac	cv11	6.771	16000	They mounted their horses, and rode out in the direction of the Pyramids of Egypt.
[URGENT24]fileid_568	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_568.flac	cv11	-1.852	16000	He remained quite unknown until the Moscow Olympic Games.
[URGENT24]fileid_569	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_569.flac	cv11	3.148	16000	Then he took from his knapsack a bottle of wine, and drank some.
[URGENT24]fileid_570	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_570.flac	cv11	1.459	16000	What is the weather in Brazil during the summer?
[URGENT24]fileid_571	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_571.flac	cv11	5.345	16000	He also teaches Cantonese cuisines he learned as an apprentice in Guangdong.
[URGENT24]fileid_572	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_572.flac	cv11	12.628	16000	Vasilevskiy was awarded the Conn Smythe Trophy as most valuable player during the playoffs.
[URGENT24]fileid_573	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_573.flac	cv11	11.414	16000	It is drained by the Schuylkill River which forms its natural western boundary.
[URGENT24]fileid_574	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_574.flac	cv11	-1.109	16000	It was classified as Tropical Depression One.
[URGENT24]fileid_575	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_575.flac	cv11	0.157	16000	They locked themselves in their laboratories, and tried to evolve, as gold had.
[URGENT24]fileid_576	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_576.flac	cv11	0.630	16000	Koga then decapitated Morita as part of Morita's own "seppuku".
[URGENT24]fileid_577	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_577.flac	cv11	1.784	16000	The consequence was years of war between the Cheyennes and the United States.
[URGENT24]fileid_578	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_578.flac	cv11	1.826	16000	Alchemy is a serious discipline.
[URGENT24]fileid_579	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_579.flac	cv11	14.477	16000	The latter was thus demonstrated to be an autoreceptor on cells that release dopamine.
[URGENT24]fileid_580	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_580.flac	cv11	17.438	16000	Caroline would also be responsible for marketing services when required.
[URGENT24]fileid_581	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_581.flac	Youtube2023+	12.968	44100	crops or you know way of farming that uh promotes uh more sustainable agriculture
[URGENT24]fileid_582	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_582.flac	cv11	11.003	16000	Superficially, most of the stories may be told as jokes.
[URGENT24]fileid_583	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_583.flac	cv11	0.456	16000	My friend invited me to an event featuring Black designers and artists.
[URGENT24]fileid_584	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_584.flac	cv11	17.840	16000	Afterwards, Clijsters managed the professional tennis career of his daughter Kim.
[URGENT24]fileid_585	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_585.flac	cv11	-1.460	16000	The horizon was tinged with red, and suddenly the sun appeared.
[URGENT24]fileid_586	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_586.flac	cv11	-0.198	16000	Then how do I know this is your office?
[URGENT24]fileid_587	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_587.flac	cv11	4.655	16000	Then suddenly, they kneel and die.
[URGENT24]fileid_588	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_588.flac	cv11	8.729	16000	I got two giant bug bites on my right leg from last night, and they hurt!
[URGENT24]fileid_589	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_589.flac	Youtube2023+	18.113	44100	fertilizer or water use you know for it to grow and it does have many uses including to supplement plastic you know bags you know it can be a plastic use as
[URGENT24]fileid_590	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_590.flac	libritts	15.960	16000	of the Earth features travel to the earth's core.
[URGENT24]fileid_591	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_591.flac	libritts	-3.120	16000	These observations partly apply here.
[URGENT24]fileid_592	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_592.flac	libritts	18.509	16000	thirty seven degrees centigrade equals human body temperature
[URGENT24]fileid_593	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_593.flac	libritts	19.944	16000	one hundred degrees centigrade equals boiling water
[URGENT24]fileid_594	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_594.flac	libritts	14.479	16000	- CENTIMETER Roughly two fifths of an inch
[URGENT24]fileid_595	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_595.flac	libritts	18.370	16000	Because, as that Time cover story suggests, we still haven't caught up with Verne.
[URGENT24]fileid_596	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_596.flac	libritts	11.174	16000	Even in our era of satellite dishes and video games, the seas keep their secrets.
[URGENT24]fileid_597	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_597.flac	libritts	-0.730	16000	And in this last action he falls into the classic sin of Pride.
[URGENT24]fileid_598	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_598.flac	libritts	1.324	16000	- KILOMETER Roughly six tenths of a mile
[URGENT24]fileid_599	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_599.flac	libritts	1.327	16000	LEAGUE In Verne's context, two point one six miles
[URGENT24]fileid_600	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_600.flac	libritts	16.041	16000	Initially, Verne's narrative was influenced by the eighteen sixty three uprising of Poland against Tsarist Russia.
[URGENT24]fileid_601	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_601.flac	libritts	-1.695	16000	Yet this loose structure gives the novel an air of documentary realism.
[URGENT24]fileid_602	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_602.flac	libritts	8.781	16000	For the past ten years, Conseil had gone with me wherever science beckoned.
[URGENT24]fileid_603	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_603.flac	libritts	2.178	16000	But now nothing could hold me back. I forgot everything else, and without another thought of exhaustion, friends, or collections, I accepted the American government's offer.
[URGENT24]fileid_604	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_604.flac	libritts	5.561	16000	Anyhow, we'll leave instructions to ship the whole menagerie to France."
[URGENT24]fileid_605	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_605.flac	libritts	8.217	16000	"Besides," I mused, "all roads lead home to Europe, and our unicorn may be gracious enough to take me toward the coast of France!
[URGENT24]fileid_606	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_606.flac	libritts	8.019	16000	"What about master's collections?" Conseil ventured to observe.
[URGENT24]fileid_607	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_607.flac	libritts	13.999	16000	Lincoln until it reached the waters of the Hudson River, at the tip of the long peninsula that forms New York City.
[URGENT24]fileid_608	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_608.flac	libritts	-4.398	16000	It was a high-speed frigate furnished with superheating equipment that allowed the tension of its steam to build to seven atmospheres.
[URGENT24]fileid_609	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_609.flac	libritts	3.737	16000	There was good reason to stop and think, even for the world's most emotionless man. What would Conseil say?
[URGENT24]fileid_610	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_610.flac	libritts	15.205	16000	A quarter of an hour later, our trunks were ready.
[URGENT24]fileid_611	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_611.flac	libritts	10.061	16000	He was a fanatic on formality, and he only addressed me in the third person-to the point where it got tiresome.
[URGENT24]fileid_612	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_612.flac	libritts	16.424	16000	We're going to rid the seas of it! The author of a two volume work, in quarto, on The Mysteries of the Great Ocean Depths has no excuse for not setting sail with Commander Farragut.
[URGENT24]fileid_613	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_613.flac	libritts	16.566	16000	At this order, which was relayed to the engine by means of a compressed air device, the mechanics activated the start-up wheel. Steam rushed whistling into the gaping valves.
[URGENT24]fileid_614	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_614.flac	libritts	16.825	16000	I bowed, and letting the commander attend to getting under way, I was taken to the cabin that had been set aside for me.
[URGENT24]fileid_615	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_615.flac	libritts	15.591	16000	Get my things ready, get yours ready. We're departing in two hours."
[URGENT24]fileid_616	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_616.flac	libritts	15.151	16000	It is well known that use strengthens the muscles in the individual, and complete disuse, or the destruction of the proper nerve, weakens them. When the eye is destroyed, the optic nerve often becomes atrophied.
[URGENT24]fileid_617	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_617.flac	libritts	8.941	16000	When an artery is tied, the lateral channels increase not only in diameter, but in the thickness and strength of their coats.
[URGENT24]fileid_618	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_618.flac	libritts	-4.735	16000	Nevertheless, these men, if seen alive, would undoubtedly appear very distinct, so that we are clearly much influenced in our judgment by the mere colour of the skin and hair, by slight differences in the features, and by expression.
[URGENT24]fileid_619	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_619.flac	libritts	5.700	16000	Their mental characteristics are likewise very distinct; chiefly as it would appear in their emotional, but partly in their intellectual faculties.
[URGENT24]fileid_620	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_620.flac	libritts	13.867	16000	Now let us apply these generally admitted principles to the races of man, viewing him in the same spirit as a naturalist would any other animal.
[URGENT24]fileid_621	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_621.flac	libritts	19.128	16000	The races differ also in constitution, in acclimatisation and in liability to certain diseases.
[URGENT24]fileid_622	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_622.flac	libritts	-3.019	16000	They give also corroborative evidence; but c Vogt thinks that the subject requires further investigation.), that the human skulls found in the caves of Brazil, entombed with many extinct mammals, belonged to the same type as that now prevailing throughout the American Continent.
[URGENT24]fileid_623	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_623.flac	libritts	4.363	16000	The degrees of sterility do not coincide strictly with the degrees of difference between the parents in external structure or habits of life.
[URGENT24]fileid_624	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_624.flac	libritts	0.338	16000	They pointedly drew back from john Jago as he approached the empty chair next to me and moved round to the opposite side of the table.
[URGENT24]fileid_625	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_625.flac	libritts	-2.906	16000	I followed the groom up to my room, not over well pleased with my first experience of the farm.
[URGENT24]fileid_626	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_626.flac	libritts	-4.031	16000	Our first impressions of people are, in nine cases out of ten, the right impressions.
[URGENT24]fileid_627	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_627.flac	libritts	-4.150	16000	I liked Naomi Colebrook at first sight; liked her pleasant smile; liked her hearty shake of the hand when we were presented to each other.
[URGENT24]fileid_628	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_628.flac	libritts	14.863	16000	He is not well; he has come over the ocean for rest, and change of scene.
[URGENT24]fileid_629	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_629.flac	libritts	0.839	16000	My room was clean-oppressively clean.
[URGENT24]fileid_630	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_630.flac	libritts	19.062	16000	But there was no marked character in either face.
[URGENT24]fileid_631	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_631.flac	libritts	1.628	16000	He shall not leave you day or night, whether you are working or playing or sleeping.
[URGENT24]fileid_632	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_632.flac	libritts	5.906	16000	'Here comes something that will be a welcome guest to my stomach.'
[URGENT24]fileid_633	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_633.flac	libritts	17.978	16000	We went to it, and I struck it with my spear.
[URGENT24]fileid_634	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_634.flac	libritts	2.926	16000	Leif and Grim shall be the same kind of friends to your two sons.'
[URGENT24]fileid_635	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_635.flac	libritts	16.027	16000	"The door opened only a little, but I pushed it wide and leaped into the room.
[URGENT24]fileid_636	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_636.flac	libritts	3.561	16000	There were benches for twenty men along each side.
[URGENT24]fileid_637	./configs/resources/wavs_stereo/test_nonblind/noisy/fileid_637.flac	libritts	14.743	16000	"The night that it was finished I went to my father's feast.
